<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
QQQ;5;30.04.2025;15:15:00;471.88;472.46;471.71;472.36;13263
QQQ;5;30.04.2025;15:20:00;472.51;472.51;471.96;471.97;7317
QQQ;5;30.04.2025;15:25:00;471.89;472.44;471.85;472.06;6754
QQQ;5;30.04.2025;15:30:00;471.94;471.95;471.3;471.56;14452
QQQ;5;30.04.2025;15:35:00;471.51;471.86;471.37;471.48;13092
QQQ;5;30.04.2025;15:40:00;471.46;472.38;471.38;471.87;15609
QQQ;5;30.04.2025;15:45:00;471.82;472.88;471.82;472.84;7989
QQQ;5;30.04.2025;15:50:00;473.02;474.05;472.97;473.78;36042
QQQ;5;30.04.2025;15:55:00;473.9;476.29;473.78;475.79;102919
QQQ;5;30.04.2025;16:00:00;475.66;477.18;475.22;475.33;209933
QQQ;5;01.05.2025;9:35:00;483.41;483.88;482.17;482.68;83425
QQQ;5;01.05.2025;9:40:00;482.69;483.19;481.83;481.9;38481
QQQ;5;01.05.2025;9:45:00;481.81;482.77;481.49;482.54;52769
QQQ;5;01.05.2025;9:50:00;482.6;483.76;482.4;483.37;31259
QQQ;5;01.05.2025;9:55:00;483.44;483.9;482.75;482.81;32932
QQQ;5;01.05.2025;10:00:00;482.73;482.73;480.9;480.99;39370
QQQ;5;01.05.2025;10:05:00;481.09;483.03;480.91;482;67328
QQQ;5;01.05.2025;10:10:00;482.03;483.06;481.61;481.83;58254
QQQ;5;01.05.2025;10:15:00;481.8;482.51;481.29;482.3;58100
QQQ;5;01.05.2025;10:20:00;482.44;483.1;482.35;482.66;48717
QQQ;5;01.05.2025;10:25:00;482.68;483.69;482.66;483.66;36988
QQQ;5;01.05.2025;10:30:00;483.51;484.28;483.38;484.15;26645
QQQ;5;01.05.2025;10:35:00;484.14;484.25;483.58;484.02;37717
QQQ;5;01.05.2025;10:40:00;484.12;484.88;484.03;484.85;22838
QQQ;5;01.05.2025;10:45:00;484.9;485.22;484.55;484.6;30187
QQQ;5;01.05.2025;10:50:00;484.53;485.36;484.53;485.23;21548
QQQ;5;01.05.2025;10:55:00;485.16;485.34;484.85;485.23;45083
QQQ;5;01.05.2025;11:00:00;485.39;485.9;485.38;485.9;19338
QQQ;5;01.05.2025;11:05:00;485.96;485.98;485.36;485.81;24742
QQQ;5;01.05.2025;11:10:00;485.82;486.24;485.82;486.12;28597
QQQ;5;01.05.2025;11:15:00;486.2;486.47;486.1;486.46;28678
QQQ;5;01.05.2025;11:20:00;486.45;487.17;486.33;486.91;84413
QQQ;5;01.05.2025;11:25:00;486.92;486.95;486.1;486.13;19456
QQQ;5;01.05.2025;11:30:00;486.18;486.31;485.94;485.94;13235
QQQ;5;01.05.2025;11:35:00;486.09;486.09;485.21;485.65;21179
QQQ;5;01.05.2025;11:40:00;485.41;485.88;485.36;485.47;10828
QQQ;5;01.05.2025;11:45:00;485.58;485.61;484.93;485;7933
QQQ;5;01.05.2025;11:50:00;484.9;485.16;484.7;484.7;13917
QQQ;5;01.05.2025;11:55:00;484.73;484.83;484.13;484.185;19926
QQQ;5;01.05.2025;12:00:00;483.97;484.02;482.54;483.23;45123
QQQ;5;01.05.2025;12:05:00;483.24;483.77;482.95;483.4;21223
QQQ;5;01.05.2025;12:10:00;483.36;484.12;483.32;484.11;14677
QQQ;5;01.05.2025;12:15:00;484.12;484.14;483.35;483.36;17957
QQQ;5;01.05.2025;12:20:00;483.37;483.39;482.01;482.7;41358
QQQ;5;01.05.2025;12:25:00;482.54;483;482.4;482.5;13909
QQQ;5;01.05.2025;12:30:00;482.45;483.58;482.37;483.4;20246
QQQ;5;01.05.2025;12:35:00;483.35;483.61;483.13;483.54;15433
QQQ;5;01.05.2025;12:40:00;483.54;483.96;483.39;483.79;14062
QQQ;5;01.05.2025;12:45:00;483.67;483.73;482.86;483.47;25343
QQQ;5;01.05.2025;12:50:00;483.21;483.36;482.52;482.56;14042
QQQ;5;01.05.2025;12:55:00;482.58;483.17;482.32;482.81;13481
QQQ;5;01.05.2025;13:00:00;482.7;483.29;482.68;482.68;13815
QQQ;5;01.05.2025;13:05:00;482.78;484.08;482.73;484.08;12519
QQQ;5;01.05.2025;13:10:00;484.15;484.54;483.85;484.49;19068
QQQ;5;01.05.2025;13:15:00;484.49;484.58;484.27;484.39;9827
QQQ;5;01.05.2025;13:20:00;484.435;484.83;484.435;484.74;11056
QQQ;5;01.05.2025;13:25:00;484.69;484.84;484.45;484.54;7954
QQQ;5;01.05.2025;13:30:00;484.58;484.7;483.85;483.97;13802
QQQ;5;01.05.2025;13:35:00;484.165;484.47;484;484.47;5906
QQQ;5;01.05.2025;13:40:00;484.48;484.48;483.91;484.04;10596
QQQ;5;01.05.2025;13:45:00;484.01;484.01;482.95;483.17;12901
QQQ;5;01.05.2025;13:50:00;483.07;483.6;482.79;483.6;9821
QQQ;5;01.05.2025;13:55:00;483.58;483.79;483.21;483.79;18255
QQQ;5;01.05.2025;14:00:00;483.59;483.925;483.35;483.83;7900
QQQ;5;01.05.2025;14:05:00;483.71;484.05;483.685;483.99;6231
QQQ;5;01.05.2025;14:10:00;483.95;484.94;483.88;484.88;13003
QQQ;5;01.05.2025;14:15:00;484.88;485.08;484.78;484.91;11290
QQQ;5;01.05.2025;14:20:00;484.82;485.19;484.81;484.95;6851
QQQ;5;01.05.2025;14:25:00;485.04;485.04;484.27;484.3;15246
QQQ;5;01.05.2025;14:30:00;484.31;484.62;483.9;484.57;19901
QQQ;5;01.05.2025;14:35:00;484.63;484.86;484.5;484.77;8430
QQQ;5;01.05.2025;14:40:00;484.74;484.74;484.42;484.69;14945
QQQ;5;01.05.2025;14:45:00;484.75;484.93;484.42;484.89;18839
QQQ;5;01.05.2025;14:50:00;484.91;485.31;484.71;485.01;34667
QQQ;5;01.05.2025;14:55:00;485.06;485.12;484.41;484.5;28412
QQQ;5;01.05.2025;15:00:00;484.47;484.73;484.34;484.38;10178
QQQ;5;01.05.2025;15:05:00;484.41;484.44;483.89;484.39;21461
QQQ;5;01.05.2025;15:10:00;484.42;484.48;483.85;483.85;17547
QQQ;5;01.05.2025;15:15:00;483.9;484.35;483.45;484.34;18753
QQQ;5;01.05.2025;15:20:00;484.31;484.54;484.08;484.51;7933
QQQ;5;01.05.2025;15:25:00;484.51;484.66;484.19;484.4;16237
QQQ;5;01.05.2025;15:30:00;484.36;484.67;484.25;484.62;7565
QQQ;5;01.05.2025;15:35:00;484.61;484.7;484.3;484.4;14433
QQQ;5;01.05.2025;15:40:00;484.42;484.53;483.925;483.94;12072
QQQ;5;01.05.2025;15:45:00;483.93;484.06;483.55;483.71;11418
QQQ;5;01.05.2025;15:50:00;483.63;484.52;483.63;484.4;18562
QQQ;5;01.05.2025;15:55:00;484.42;484.67;482.56;482.85;88936
QQQ;5;01.05.2025;16:00:00;482.83;483.09;480.75;481.19;152645
QQQ;5;02.05.2025;9:35:00;486.52;487.6;486.16;486.46;48421
QQQ;5;02.05.2025;9:40:00;486.5;486.61;485.17;486.44;40298
QQQ;5;02.05.2025;9:45:00;486.51;487.15;486.3;486.72;21826
QQQ;5;02.05.2025;9:50:00;486.82;487.09;485.46;485.69;36879
QQQ;5;02.05.2025;9:55:00;485.73;486.48;484.84;486.14;39219
QQQ;5;02.05.2025;10:00:00;486.23;486.71;485.78;486.08;21042
QQQ;5;02.05.2025;10:05:00;486.09;487.63;485.86;486.98;62687
QQQ;5;02.05.2025;10:10:00;487.01;487.65;487.01;487.52;19732
QQQ;5;02.05.2025;10:15:00;487.45;487.98;487.24;487.91;20533
QQQ;5;02.05.2025;10:20:00;487.91;488.48;487.83;487.83;21471
QQQ;5;02.05.2025;10:25:00;487.84;487.84;487.05;487.74;24083
QQQ;5;02.05.2025;10:30:00;487.71;488.63;487.71;488.62;18160
QQQ;5;02.05.2025;10:35:00;488.63;488.63;487.57;488.19;12675
QQQ;5;02.05.2025;10:40:00;488.17;488.35;487.68;488.28;5016
QQQ;5;02.05.2025;10:45:00;488.4;488.42;487.47;487.73;21431
QQQ;5;02.05.2025;10:50:00;487.72;488.17;487.64;487.91;11658
QQQ;5;02.05.2025;10:55:00;487.87;488.09;487.28;487.905;16963
QQQ;5;02.05.2025;11:00:00;487.88;488.34;487.64;488.34;13136
QQQ;5;02.05.2025;11:05:00;488.3;488.57;487.99;488.19;24563
QQQ;5;02.05.2025;11:10:00;488.23;488.49;488.15;488.2;14040
QQQ;5;02.05.2025;11:15:00;488.07;488.44;488.07;488.43;3627
QQQ;5;02.05.2025;11:20:00;488.5;488.97;488.44;488.51;12885
QQQ;5;02.05.2025;11:25:00;488.48;488.58;487.9;488.26;16395
QQQ;5;02.05.2025;11:30:00;488.09;488.09;487.6;487.71;8130
QQQ;5;02.05.2025;11:35:00;487.71;488.18;487.38;488.11;9864
QQQ;5;02.05.2025;11:40:00;488.02;488.49;488.01;488.39;12193
QQQ;5;02.05.2025;11:45:00;488.43;488.76;488.34;488.71;5658
QQQ;5;02.05.2025;11:50:00;488.7;489;488.66;488.91;8285
QQQ;5;02.05.2025;11:55:00;488.88;488.88;488.39;488.44;10411
QQQ;5;02.05.2025;12:00:00;488.47;489.21;488.47;489.04;3441
QQQ;5;02.05.2025;12:05:00;489.02;490.44;488.95;490.19;99698
QQQ;5;02.05.2025;12:10:00;490.26;490.55;489.52;489.65;53322
QQQ;5;02.05.2025;12:15:00;489.65;490.44;489.47;490.32;15810
QQQ;5;02.05.2025;12:20:00;490.35;490.39;489.97;490.36;12845
QQQ;5;02.05.2025;12:25:00;490.35;490.37;489.83;489.83;97696
QQQ;5;02.05.2025;12:30:00;490;490.15;489.57;489.57;6737
QQQ;5;02.05.2025;12:35:00;489.68;490.07;489.63;489.885;4556
QQQ;5;02.05.2025;12:40:00;489.95;490.65;489.92;490.55;20043
QQQ;5;02.05.2025;12:45:00;490.58;490.67;490.09;490.54;9350
QQQ;5;02.05.2025;12:50:00;490.565;490.6;490.35;490.38;7526
QQQ;5;02.05.2025;12:55:00;490.39;490.41;490.09;490.28;7249
QQQ;5;02.05.2025;13:00:00;490.38;490.38;490.01;490.01;5408
QQQ;5;02.05.2025;13:05:00;490;490.35;489.79;490.09;11876
QQQ;5;02.05.2025;13:10:00;490.04;490.07;489.49;489.49;15240
QQQ;5;02.05.2025;13:15:00;489.44;489.54;489.25;489.36;5449
QQQ;5;02.05.2025;13:20:00;489.47;489.54;489.09;489.28;3800
QQQ;5;02.05.2025;13:25:00;489.26;489.88;489.1;489.16;23195
QQQ;5;02.05.2025;13:30:00;489.16;489.61;489.02;489.31;11377
QQQ;5;02.05.2025;13:35:00;489.31;489.48;489.06;489.09;11145
QQQ;5;02.05.2025;13:40:00;489.14;489.54;489.09;489.54;10123
QQQ;5;02.05.2025;13:45:00;489.54;489.57;489.14;489.53;9622
QQQ;5;02.05.2025;13:50:00;489.49;489.91;489.48;489.48;17382
QQQ;5;02.05.2025;13:55:00;489.485;489.73;489.11;489.66;15064
QQQ;5;02.05.2025;14:00:00;489.57;489.65;489.5;489.64;5511
QQQ;5;02.05.2025;14:05:00;489.58;490.13;489.58;490.07;9181
QQQ;5;02.05.2025;14:10:00;490.15;490.24;490.07;490.14;7341
QQQ;5;02.05.2025;14:15:00;490.18;490.47;490.18;490.35;6970
QQQ;5;02.05.2025;14:20:00;490.195;490.32;490.14;490.2;6984
QQQ;5;02.05.2025;14:25:00;490.17;490.285;490.03;490.285;6044
QQQ;5;02.05.2025;14:30:00;490.3;490.36;490.26;490.3;8613
QQQ;5;02.05.2025;14:35:00;490.35;490.53;490.23;490.49;8061
QQQ;5;02.05.2025;14:40:00;490.51;490.9;490.51;490.69;19742
QQQ;5;02.05.2025;14:45:00;490.67;490.73;490.4;490.59;6839
QQQ;5;02.05.2025;14:50:00;490.56;490.62;489.35;489.36;22239
QQQ;5;02.05.2025;14:55:00;489.39;489.9;489.14;489.85;15638
QQQ;5;02.05.2025;15:00:00;489.77;489.86;489.48;489.56;6081
QQQ;5;02.05.2025;15:05:00;489.54;489.54;488.94;488.97;17626
QQQ;5;02.05.2025;15:10:00;488.98;489.45;488.62;489.4;28087
QQQ;5;02.05.2025;15:15:00;489.41;489.44;488.73;488.95;22894
QQQ;5;02.05.2025;15:20:00;488.93;489.67;488.93;489.63;25771
QQQ;5;02.05.2025;15:25:00;489.57;489.96;489.48;489.72;28312
QQQ;5;02.05.2025;15:30:00;489.69;489.87;489.59;489.64;13832
QQQ;5;02.05.2025;15:35:00;489.58;489.69;489.07;489.35;17820
QQQ;5;02.05.2025;15:40:00;489.31;489.53;488.92;489.46;18495
QQQ;5;02.05.2025;15:45:00;489.46;489.59;489.21;489.27;15748
QQQ;5;02.05.2025;15:50:00;489.31;489.31;487.97;488.16;52834
QQQ;5;02.05.2025;15:55:00;488.135;489.56;488.06;489.06;91909
QQQ;5;02.05.2025;16:00:00;489.05;489.38;488.45;488.86;241609
QQQ;5;05.05.2025;9:35:00;484.6;485.28;484.24;485.15;48833
QQQ;5;05.05.2025;9:40:00;485.17;485.72;484.99;485.01;31940
QQQ;5;05.05.2025;9:45:00;484.98;485.46;484.145;485.31;27153
QQQ;5;05.05.2025;9:50:00;485.3;485.89;485.06;485.52;29785
QQQ;5;05.05.2025;9:55:00;485.59;485.59;484.66;485.18;21136
QQQ;5;05.05.2025;10:00:00;485.45;486.11;485.13;485.83;18398
QQQ;5;05.05.2025;10:05:00;485.98;487.09;485.76;485.85;48030
QQQ;5;05.05.2025;10:10:00;485.86;486.31;485.16;485.9;15466
QQQ;5;05.05.2025;10:15:00;485.98;486.32;485.51;485.63;12704
QQQ;5;05.05.2025;10:20:00;485.885;486.75;485.57;486.58;12415
QQQ;5;05.05.2025;10:25:00;486.61;486.61;485.61;485.67;6473
QQQ;5;05.05.2025;10:30:00;485.675;486.07;485.43;485.82;13963
QQQ;5;05.05.2025;10:35:00;485.88;485.94;484.84;484.91;17932
QQQ;5;05.05.2025;10:40:00;484.89;486.25;484.66;486.06;28414
QQQ;5;05.05.2025;10:45:00;485.95;486.56;485.91;486.34;28400
QQQ;5;05.05.2025;10:50:00;486.34;486.62;486.15;486.43;21712
QQQ;5;05.05.2025;10:55:00;486.44;486.87;486.27;486.87;19013
QQQ;5;05.05.2025;11:00:00;486.9;487.13;486.74;486.91;21795
QQQ;5;05.05.2025;11:05:00;486.76;487.23;486.76;487.23;18448
QQQ;5;05.05.2025;11:10:00;487.21;487.21;486.52;486.77;24475
QQQ;5;05.05.2025;11:15:00;486.8;486.94;486.45;486.75;27706
QQQ;5;05.05.2025;11:20:00;486.7;486.82;486.4;486.82;22362
QQQ;5;05.05.2025;11:25:00;486.91;487.4;486.76;487.1;21320
QQQ;5;05.05.2025;11:30:00;487.04;487.05;486.45;486.74;24262
QQQ;5;05.05.2025;11:35:00;486.69;487.005;486.4;486.46;5746
QQQ;5;05.05.2025;11:40:00;486.42;486.55;486.01;486.11;11392
QQQ;5;05.05.2025;11:45:00;486.13;486.74;486.1;486.46;8645
QQQ;5;05.05.2025;11:50:00;486.53;486.81;486.12;486.26;8368
QQQ;5;05.05.2025;11:55:00;486.22;486.92;486.22;486.9;5523
QQQ;5;05.05.2025;12:00:00;486.76;486.925;486.665;486.84;2277
QQQ;5;05.05.2025;12:05:00;486.8;487.21;486.7;486.93;8550
QQQ;5;05.05.2025;12:10:00;487.18;487.52;486.99;486.99;10715
QQQ;5;05.05.2025;12:15:00;486.99;487.24;486.99;487.015;3180
QQQ;5;05.05.2025;12:20:00;487.24;487.45;487.18;487.38;9335
QQQ;5;05.05.2025;12:25:00;487.57;487.68;487.35;487.54;5794
QQQ;5;05.05.2025;12:30:00;487.52;487.77;487.38;487.52;7043
QQQ;5;05.05.2025;12:35:00;487.48;487.49;487.17;487.22;4876
QQQ;5;05.05.2025;12:40:00;487.25;487.46;487.25;487.41;1900
QQQ;5;05.05.2025;12:45:00;487.64;487.88;487.6;487.73;9943
QQQ;5;05.05.2025;12:50:00;487.72;487.84;487.63;487.84;5106
QQQ;5;05.05.2025;12:55:00;487.82;487.93;487.53;487.79;10245
QQQ;5;05.05.2025;13:00:00;487.77;487.85;487.59;487.69;14463
QQQ;5;05.05.2025;13:05:00;487.665;487.665;487.31;487.4;12077
QQQ;5;05.05.2025;13:10:00;487.45;487.57;487.33;487.51;5768
QQQ;5;05.05.2025;13:15:00;487.49;487.69;487.27;487.27;10927
QQQ;5;05.05.2025;13:20:00;487.26;487.53;486.98;487.42;13867
QQQ;5;05.05.2025;13:25:00;487.45;487.56;487.36;487.42;4839
QQQ;5;05.05.2025;13:30:00;487.53;487.67;487.36;487.58;7355
QQQ;5;05.05.2025;13:35:00;487.57;488.07;487.52;487.79;17680
QQQ;5;05.05.2025;13:40:00;487.86;488.03;487.7;487.8;9974
QQQ;5;05.05.2025;13:45:00;487.87;487.87;487.69;487.7;10862
QQQ;5;05.05.2025;13:50:00;487.69;488.06;487.68;488;6670
QQQ;5;05.05.2025;13:55:00;487.97;488.15;487.84;487.99;14601
QQQ;5;05.05.2025;14:00:00;487.98;488.05;487.86;487.89;11139
QQQ;5;05.05.2025;14:05:00;487.9;488.22;487.79;488.18;9045
QQQ;5;05.05.2025;14:10:00;488.18;488.5;488.15;488.28;16335
QQQ;5;05.05.2025;14:15:00;488.3;488.54;488.18;488.53;11629
QQQ;5;05.05.2025;14:20:00;488.49;488.49;488.2;488.2;12550
QQQ;5;05.05.2025;14:25:00;488.2;488.48;488.19;488.37;19779
QQQ;5;05.05.2025;14:30:00;488.4;488.55;488.29;488.36;6510
QQQ;5;05.05.2025;14:35:00;488.29;488.74;488.26;488.74;6121
QQQ;5;05.05.2025;14:40:00;488.69;488.87;488.64;488.78;7598
QQQ;5;05.05.2025;14:45:00;488.82;489.01;488.79;489.01;12224
QQQ;5;05.05.2025;14:50:00;489.01;489.01;488.67;488.78;8601
QQQ;5;05.05.2025;14:55:00;488.74;488.87;488.49;488.51;5040
QQQ;5;05.05.2025;15:00:00;488.52;488.52;488.06;488.11;18988
QQQ;5;05.05.2025;15:05:00;488.03;488.08;487.56;487.89;12409
QQQ;5;05.05.2025;15:10:00;488.02;488.05;487.59;487.63;5545
QQQ;5;05.05.2025;15:15:00;487.66;487.78;487.39;487.53;14210
QQQ;5;05.05.2025;15:20:00;487.58;487.91;487.58;487.76;10030
QQQ;5;05.05.2025;15:25:00;487.67;487.7;487.08;487.22;11678
QQQ;5;05.05.2025;15:30:00;487.1;487.37;487.04;487.155;9114
QQQ;5;05.05.2025;15:35:00;487.12;487.35;487.12;487.29;15212
QQQ;5;05.05.2025;15:40:00;487.32;487.76;487.32;487.53;7658
QQQ;5;05.05.2025;15:45:00;487.44;487.62;486.85;487.1;12015
QQQ;5;05.05.2025;15:50:00;487.11;487.11;486.37;486.67;19335
QQQ;5;05.05.2025;15:55:00;486.77;486.93;485.55;485.8;64607
QQQ;5;05.05.2025;16:00:00;485.74;486.01;485.61;485.94;76404
QQQ;5;06.05.2025;9:35:00;479.56;480.71;479.17;480.34;56755
QQQ;5;06.05.2025;9:40:00;480.37;481.19;480.25;481.14;33674
QQQ;5;06.05.2025;9:45:00;481.14;481.15;480.58;480.75;20991
QQQ;5;06.05.2025;9:50:00;480.71;481.08;479.6;479.63;45961
QQQ;5;06.05.2025;9:55:00;479.61;479.61;478.43;478.51;34190
QQQ;5;06.05.2025;10:00:00;478.57;479.23;478.41;478.66;21965
QQQ;5;06.05.2025;10:05:00;478.62;479.62;478.2;479.36;29259
QQQ;5;06.05.2025;10:10:00;479.48;480.25;479.31;480.16;13079
QQQ;5;06.05.2025;10:15:00;480.1;480.69;479.99;480.18;13086
QQQ;5;06.05.2025;10:20:00;480.13;481.32;480.13;481.27;22693
QQQ;5;06.05.2025;10:25:00;481.34;482.27;481.34;481.86;23871
QQQ;5;06.05.2025;10:30:00;481.86;482.29;481.61;481.97;17920
QQQ;5;06.05.2025;10:35:00;482.01;482.52;481.6;482.26;18658
QQQ;5;06.05.2025;10:40:00;482.24;482.39;481.81;482.22;10482
QQQ;5;06.05.2025;10:45:00;482.36;482.41;482.02;482.28;8973
QQQ;5;06.05.2025;10:50:00;482.44;482.92;482.39;482.47;10915
QQQ;5;06.05.2025;10:55:00;482.39;482.39;481.86;482.035;17220
QQQ;5;06.05.2025;11:00:00;482.05;482.38;481.95;482.15;6694
QQQ;5;06.05.2025;11:05:00;482.21;482.77;482.19;482.69;12677
QQQ;5;06.05.2025;11:10:00;482.65;482.73;481.75;481.81;16117
QQQ;5;06.05.2025;11:15:00;481.94;482.37;481.79;482.21;3778
QQQ;5;06.05.2025;11:20:00;482.27;482.63;482.07;482.55;4126
QQQ;5;06.05.2025;11:25:00;482.65;483.08;482.48;482.88;10852
QQQ;5;06.05.2025;11:30:00;482.91;483.13;482.62;483.05;4800
QQQ;5;06.05.2025;11:35:00;483.05;483.2;482.47;483.19;6943
QQQ;5;06.05.2025;11:40:00;483.21;483.29;482.93;483.07;6609
QQQ;5;06.05.2025;11:45:00;483.15;483.15;482.09;482.1;12017
QQQ;5;06.05.2025;11:50:00;482.28;482.49;482.04;482.49;8253
QQQ;5;06.05.2025;11:55:00;482.39;482.4;481.75;481.86;9775
QQQ;5;06.05.2025;12:00:00;482.04;482.23;481.83;481.83;2800
QQQ;5;06.05.2025;12:05:00;481.99;482.37;481.87;482.37;5899
QQQ;5;06.05.2025;12:10:00;482.21;482.26;481.64;481.71;8330
QQQ;5;06.05.2025;12:15:00;481.7;485.04;481.7;484.56;59303
QQQ;5;06.05.2025;12:20:00;484.4;484.4;483.5;483.95;34081
QQQ;5;06.05.2025;12:25:00;483.85;483.87;481.83;482.11;35603
QQQ;5;06.05.2025;12:30:00;482.16;482.52;482;482.15;21837
QQQ;5;06.05.2025;12:35:00;482.14;482.73;482;482.34;14466
QQQ;5;06.05.2025;12:40:00;482.58;483.11;482.33;482.63;11444
QQQ;5;06.05.2025;12:45:00;482.59;482.87;481.86;481.94;11612
QQQ;5;06.05.2025;12:50:00;481.91;482.12;481.62;481.99;8992
QQQ;5;06.05.2025;12:55:00;481.87;481.88;481.33;481.62;14967
QQQ;5;06.05.2025;13:00:00;481.68;481.85;481.06;481.12;13331
QQQ;5;06.05.2025;13:05:00;481.27;482.19;481.24;481.73;16456
QQQ;5;06.05.2025;13:10:00;481.64;482.47;481.64;482.42;6891
QQQ;5;06.05.2025;13:15:00;482.02;482.16;481.76;482.11;6840
QQQ;5;06.05.2025;13:20:00;482.09;482.38;482.08;482.24;2036
QQQ;5;06.05.2025;13:25:00;482.16;482.22;481.2;481.28;9957
QQQ;5;06.05.2025;13:30:00;481.25;481.87;481.16;481.56;7171
QQQ;5;06.05.2025;13:35:00;481.63;482.1;481.63;482.1;7091
QQQ;5;06.05.2025;13:40:00;482.02;482.18;481.2;481.2;9921
QQQ;5;06.05.2025;13:45:00;481.23;481.23;480.65;480.71;15308
QQQ;5;06.05.2025;13:50:00;480.7;480.84;480.6;480.66;5536
QQQ;5;06.05.2025;13:55:00;480.65;481.1;480.65;480.82;15402
QQQ;5;06.05.2025;14:00:00;480.7;481.02;480.61;480.76;7243
QQQ;5;06.05.2025;14:05:00;480.95;481.94;480.95;481.48;25383
QQQ;5;06.05.2025;14:10:00;481.41;481.41;480.94;481.4;4034
QQQ;5;06.05.2025;14:15:00;481.34;481.37;480.83;481.34;6814
QQQ;5;06.05.2025;14:20:00;481.34;482.11;481.34;482.11;13931
QQQ;5;06.05.2025;14:25:00;482.28;482.5;481.98;482.5;4634
QQQ;5;06.05.2025;14:30:00;482.45;482.8;482.41;482.72;12547
QQQ;5;06.05.2025;14:35:00;482.65;482.85;482.65;482.82;10962
QQQ;5;06.05.2025;14:40:00;482.68;482.74;482.38;482.71;16891
QQQ;5;06.05.2025;14:45:00;482.72;483.02;482.53;482.54;8782
QQQ;5;06.05.2025;14:50:00;482.52;482.75;482.42;482.75;4506
QQQ;5;06.05.2025;14:55:00;482.57;482.93;482.17;482.93;9494
QQQ;5;06.05.2025;15:00:00;482.87;483.29;482.87;483.29;7594
QQQ;5;06.05.2025;15:05:00;483.26;483.43;483.02;483.13;19185
QQQ;5;06.05.2025;15:10:00;483.07;483.09;482.49;482.79;13827
QQQ;5;06.05.2025;15:15:00;482.71;483.12;482.46;483.05;4660
QQQ;5;06.05.2025;15:20:00;483.04;483.22;482.78;482.84;5830
QQQ;5;06.05.2025;15:25:00;482.78;482.89;482.6;482.89;3407
QQQ;5;06.05.2025;15:30:00;482.97;483.3;482.84;483.19;9405
QQQ;5;06.05.2025;15:35:00;483.2;483.67;483.14;483.42;21783
QQQ;5;06.05.2025;15:40:00;483.53;483.61;482.99;482.99;7083
QQQ;5;06.05.2025;15:45:00;482.99;483.58;482.99;483.5;7036
QQQ;5;06.05.2025;15:50:00;483.64;483.78;483.31;483.39;13117
QQQ;5;06.05.2025;15:55:00;483.42;483.58;482.27;482.45;26664
QQQ;5;06.05.2025;16:00:00;482.43;482.52;481.32;481.42;95638
QQQ;5;07.05.2025;9:35:00;482.08;482.6;481.33;481.91;25366
QQQ;5;07.05.2025;9:40:00;482.06;482.07;481.39;481.81;12481
QQQ;5;07.05.2025;9:45:00;481.87;482.89;481.86;482.85;14113
QQQ;5;07.05.2025;9:50:00;482.73;483;481.18;481.39;27350
QQQ;5;07.05.2025;9:55:00;481.76;482.37;481.55;482.02;9688
QQQ;5;07.05.2025;10:00:00;482.25;483.16;482.25;482.92;18404
QQQ;5;07.05.2025;10:05:00;482.86;483.08;482.54;482.81;13017
QQQ;5;07.05.2025;10:10:00;482.95;483.27;482.39;483.21;22058
QQQ;5;07.05.2025;10:15:00;483.14;483.43;482.91;483.23;8902
QQQ;5;07.05.2025;10:20:00;483.26;483.45;482.87;483.3;4116
QQQ;5;07.05.2025;10:25:00;483.24;483.71;482.87;483.67;15805
QQQ;5;07.05.2025;10:30:00;483.71;484;483.39;483.85;9123
QQQ;5;07.05.2025;10:35:00;483.86;483.97;483.56;483.73;4982
QQQ;5;07.05.2025;10:40:00;483.75;483.83;483.54;483.68;1900
QQQ;5;07.05.2025;10:45:00;483.74;483.74;483.37;483.56;5426
QQQ;5;07.05.2025;10:50:00;483.41;483.56;482.55;482.55;15933
QQQ;5;07.05.2025;10:55:00;482.36;482.68;480.78;480.93;17602
QQQ;5;07.05.2025;11:00:00;480.75;481.17;480.45;480.77;34732
QQQ;5;07.05.2025;11:05:00;480.79;480.85;479.96;480.5;28302
QQQ;5;07.05.2025;11:10:00;480.34;480.72;479.8;480.44;23171
QQQ;5;07.05.2025;11:15:00;480.35;480.65;479.53;479.78;47310
QQQ;5;07.05.2025;11:20:00;479.76;480.41;479.76;480.33;17991
QQQ;5;07.05.2025;11:25:00;480.03;480.75;479.88;480.4;21345
QQQ;5;07.05.2025;11:30:00;480.41;480.41;479.69;480.04;18138
QQQ;5;07.05.2025;11:35:00;479.95;480.22;479.6;479.63;16126
QQQ;5;07.05.2025;11:40:00;479.69;480.3;479.49;480.17;13892
QQQ;5;07.05.2025;11:45:00;480.22;480.96;480.16;480.9;17314
QQQ;5;07.05.2025;11:50:00;480.9;481.05;479.66;479.67;14195
QQQ;5;07.05.2025;11:55:00;479.63;480.73;479.44;480.63;16734
QQQ;5;07.05.2025;12:00:00;480.63;481.04;480.47;480.89;10300
QQQ;5;07.05.2025;12:05:00;480.8;480.9;480.61;480.87;5661
QQQ;5;07.05.2025;12:10:00;480.88;481.01;480.25;480.77;6687
QQQ;5;07.05.2025;12:15:00;480.66;480.97;480.54;480.72;5783
QQQ;5;07.05.2025;12:20:00;480.6;480.94;480.33;480.94;4368
QQQ;5;07.05.2025;12:25:00;481.02;481.02;479.94;480.13;9148
QQQ;5;07.05.2025;12:30:00;480.16;480.46;480.02;480.02;5237
