<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPY;5;29.04.2025;14:25:00;554.66;554.79;554.14;554.48;23891
SPY;5;29.04.2025;14:30:00;554.45;555.15;554.36;554.9;32335
SPY;5;29.04.2025;14:35:00;554.86;555.08;554.445;554.81;11689
SPY;5;29.04.2025;14:40:00;554.91;555.23;554.84;555.14;19634
SPY;5;29.04.2025;14:45:00;555.16;555.2;554.78;555.01;27337
SPY;5;29.04.2025;14:50:00;555.03;555.03;554.51;554.62;9138
SPY;5;29.04.2025;14:55:00;554.64;554.78;554.13;554.74;27884
SPY;5;29.04.2025;15:00:00;554.615;554.79;554.18;554.33;16952
SPY;5;29.04.2025;15:05:00;554.34;554.76;554.26;554.35;24409
SPY;5;29.04.2025;15:10:00;554.36;555.27;554.19;554.7;53079
SPY;5;29.04.2025;15:15:00;554.75;555.01;554.59;554.86;23370
SPY;5;29.04.2025;15:20:00;554.9;554.9;554.33;554.53;24440
SPY;5;29.04.2025;15:25:00;554.54;554.95;554.38;554.88;43418
SPY;5;29.04.2025;15:30:00;554.88;555.04;554.305;554.55;23384
SPY;5;29.04.2025;15:35:00;554.65;554.78;554.48;554.61;30237
SPY;5;29.04.2025;15:40:00;554.58;554.75;554.17;554.42;26361
SPY;5;29.04.2025;15:45:00;554.39;554.51;553.82;554.15;32401
SPY;5;29.04.2025;15:50:00;554.16;554.99;553.97;554.93;70663
SPY;5;29.04.2025;15:55:00;555.17;555.45;554.74;554.76;102060
SPY;5;29.04.2025;16:00:00;554.73;554.87;553.9;554.14;262024
SPY;5;30.04.2025;9:35:00;545.89;546.59;545.89;546.4;31931
SPY;5;30.04.2025;9:40:00;546.65;546.7;544.19;544.38;73223
SPY;5;30.04.2025;9:45:00;544.22;544.545;542.62;543.57;100276
SPY;5;30.04.2025;9:50:00;543.49;544.29;543.04;544.19;101466
SPY;5;30.04.2025;9:55:00;544.11;544.22;542.68;542.99;50942
SPY;5;30.04.2025;10:00:00;543.03;543.26;541.52;541.94;66738
SPY;5;30.04.2025;10:05:00;541.8;543.69;541.67;543.04;83520
SPY;5;30.04.2025;10:10:00;543.01;544.13;542.65;543.93;65632
SPY;5;30.04.2025;10:15:00;543.91;545.05;543.52;544.9;40721
SPY;5;30.04.2025;10:20:00;544.96;545.36;544.46;545.29;19662
SPY;5;30.04.2025;10:25:00;545.26;545.93;544.89;545.92;31717
SPY;5;30.04.2025;10:30:00;545.92;546.49;545.63;546.29;27214
SPY;5;30.04.2025;10:35:00;546.26;547.08;546.06;546.55;27016
SPY;5;30.04.2025;10:40:00;546.55;546.55;545.56;546.25;27769
SPY;5;30.04.2025;10:45:00;546.23;547.06;545.33;546.88;35429
SPY;5;30.04.2025;10:50:00;546.79;546.94;546.09;546.54;22499
SPY;5;30.04.2025;10:55:00;546.55;547.44;545.71;546.66;40295
SPY;5;30.04.2025;11:00:00;546.54;547.44;546.17;546.96;43879
SPY;5;30.04.2025;11:05:00;546.98;548.13;546.92;547.72;36095
SPY;5;30.04.2025;11:10:00;547.82;548.75;547.62;548.66;26842
SPY;5;30.04.2025;11:15:00;548.61;548.94;548.34;548.61;21336
SPY;5;30.04.2025;11:20:00;548.66;549.03;548.43;548.86;17160
SPY;5;30.04.2025;11:25:00;548.79;549.745;548.71;548.85;25029
SPY;5;30.04.2025;11:30:00;548.845;549.31;548.26;548.99;39491
SPY;5;30.04.2025;11:35:00;549.03;549.41;548.79;549.41;21020
SPY;5;30.04.2025;11:40:00;549.395;549.53;548.71;549.11;28473
SPY;5;30.04.2025;11:45:00;549.06;549.83;548.78;549.67;47626
SPY;5;30.04.2025;11:50:00;549.62;549.7;549.23;549.46;20108
SPY;5;30.04.2025;11:55:00;549.48;549.58;548.66;549.23;21519
SPY;5;30.04.2025;12:00:00;549.03;549.7;548.63;549.44;24978
SPY;5;30.04.2025;12:05:00;549.45;549.79;549.26;549.58;21493
SPY;5;30.04.2025;12:10:00;549.63;550.24;549.6;549.66;18535
SPY;5;30.04.2025;12:15:00;549.62;549.67;549.06;549.09;19921
SPY;5;30.04.2025;12:20:00;549.39;549.39;548.74;548.93;34325
SPY;5;30.04.2025;12:25:00;548.91;549.04;548.06;548.12;28221
SPY;5;30.04.2025;12:30:00;548.05;548.42;547.82;548.17;20394
SPY;5;30.04.2025;12:35:00;547.96;548.13;547.55;547.89;23534
SPY;5;30.04.2025;12:40:00;547.64;549.14;547.425;549.1;18829
SPY;5;30.04.2025;12:45:00;549.13;549.48;548.98;549.07;12976
SPY;5;30.04.2025;12:50:00;548.96;549.2;548.74;548.97;10983
SPY;5;30.04.2025;12:55:00;548.96;549.58;548.91;549.58;12283
SPY;5;30.04.2025;13:00:00;549.53;549.73;549.16;549.55;14623
SPY;5;30.04.2025;13:05:00;549.48;549.83;549.31;549.32;9093
SPY;5;30.04.2025;13:10:00;549.36;549.36;548.39;548.49;28466
SPY;5;30.04.2025;13:15:00;548.48;548.48;547.15;547.88;31480
SPY;5;30.04.2025;13:20:00;547.91;548.88;547.91;548.67;16028
SPY;5;30.04.2025;13:25:00;548.7;548.87;548.65;548.81;6419
SPY;5;30.04.2025;13:30:00;548.77;550.11;548.77;550.03;13575
SPY;5;30.04.2025;13:35:00;549.94;550.74;549.78;550.74;28935
SPY;5;30.04.2025;13:40:00;550.69;551.09;550.48;550.54;28382
SPY;5;30.04.2025;13:45:00;550.53;550.89;550.37;550.84;17087
SPY;5;30.04.2025;13:50:00;550.91;550.91;550.31;550.53;14228
SPY;5;30.04.2025;13:55:00;550.57;551;550.56;550.94;6764
SPY;5;30.04.2025;14:00:00;551;551.06;550.38;550.54;24679
SPY;5;30.04.2025;14:05:00;550.54;550.59;549.93;550.31;25934
SPY;5;30.04.2025;14:10:00;550.41;553.09;549.93;551.16;150882
SPY;5;30.04.2025;14:15:00;551.02;552.38;551.02;551.28;60110
SPY;5;30.04.2025;14:20:00;551.33;552.01;551.16;551.75;22159
SPY;5;30.04.2025;14:25:00;551.74;551.9;551.1;551.39;24726
SPY;5;30.04.2025;14:30:00;551.41;551.64;549.81;550.55;47083
SPY;5;30.04.2025;14:35:00;550.42;551.08;550.28;550.44;31739
SPY;5;30.04.2025;14:40:00;550.37;550.37;549.43;549.52;36050
SPY;5;30.04.2025;14:45:00;549.39;549.76;549.16;549.44;33766
SPY;5;30.04.2025;14:50:00;549.39;550.86;549.38;550.6;38062
SPY;5;30.04.2025;14:55:00;550.53;550.86;550.09;550.14;40807
SPY;5;30.04.2025;15:00:00;550.12;550.47;549.5;549.63;17155
SPY;5;30.04.2025;15:05:00;549.59;550.39;549.59;550.2;36762
SPY;5;30.04.2025;15:10:00;550.2;550.5;550.06;550.18;13894
SPY;5;30.04.2025;15:15:00;550.15;550.89;550.02;550.86;45101
SPY;5;30.04.2025;15:20:00;550.91;551.02;550.39;550.39;24171
SPY;5;30.04.2025;15:25:00;550.33;550.99;550.25;550.41;44927
SPY;5;30.04.2025;15:30:00;550.17;550.41;549.67;549.77;25773
SPY;5;30.04.2025;15:35:00;549.83;550.08;549.53;549.74;57316
SPY;5;30.04.2025;15:40:00;549.7;550.37;549.42;549.93;46728
SPY;5;30.04.2025;15:45:00;549.93;551.3;549.78;551.28;68243
SPY;5;30.04.2025;15:50:00;551.25;553.03;551.25;552.82;201517
SPY;5;30.04.2025;15:55:00;552.85;555.73;552.8;555.12;254766
SPY;5;30.04.2025;16:00:00;555;556.51;553.98;554.38;850715
SPY;5;01.05.2025;9:35:00;560.41;560.99;559.16;559.28;116143
SPY;5;01.05.2025;9:40:00;559.22;560.55;559.11;559.59;49760
SPY;5;01.05.2025;9:45:00;559.73;560.25;559.28;560.03;90530
SPY;5;01.05.2025;9:50:00;560.02;560.92;559.965;560.71;44682
SPY;5;01.05.2025;9:55:00;560.71;561.34;560.44;560.69;40509
SPY;5;01.05.2025;10:00:00;560.52;560.56;558.71;558.85;44179
SPY;5;01.05.2025;10:05:00;559.1;560.7;558.87;560.2;62111
SPY;5;01.05.2025;10:10:00;560.18;561.05;559.72;559.96;38927
SPY;5;01.05.2025;10:15:00;559.91;560.48;559.43;560.32;33241
SPY;5;01.05.2025;10:20:00;560.39;561.11;560.39;560.66;37408
SPY;5;01.05.2025;10:25:00;560.67;561.89;560.66;561.735;36579
SPY;5;01.05.2025;10:30:00;561.78;562.17;561.56;562.04;20925
SPY;5;01.05.2025;10:35:00;562.05;562.09;561.19;561.625;35399
SPY;5;01.05.2025;10:40:00;561.66;562.62;561.51;562.55;22795
SPY;5;01.05.2025;10:45:00;562.58;562.85;562.2;562.225;36973
SPY;5;01.05.2025;10:50:00;562.22;562.86;562.12;562.72;31324
SPY;5;01.05.2025;10:55:00;562.67;562.8;562.43;562.78;28547
SPY;5;01.05.2025;11:00:00;562.79;563.38;562.78;563.37;40174
SPY;5;01.05.2025;11:05:00;563.37;563.39;562.69;563.13;37416
SPY;5;01.05.2025;11:10:00;563.15;563.38;562.97;563.25;23813
SPY;5;01.05.2025;11:15:00;563.275;563.5;563.22;563.48;26013
SPY;5;01.05.2025;11:20:00;563.41;564.02;563.34;563.85;61983
SPY;5;01.05.2025;11:25:00;563.85;563.86;563.38;563.39;34293
SPY;5;01.05.2025;11:30:00;563.41;563.7;563.18;563.215;25234
SPY;5;01.05.2025;11:35:00;563.28;563.32;562.41;562.67;28080
SPY;5;01.05.2025;11:40:00;562.66;563.1;562.55;562.63;17896
SPY;5;01.05.2025;11:45:00;562.69;562.78;562.06;562.12;28833
SPY;5;01.05.2025;11:50:00;562.08;562.19;561.75;561.81;14511
SPY;5;01.05.2025;11:55:00;561.79;561.84;561.32;561.37;16479
SPY;5;01.05.2025;12:00:00;561.32;561.32;559.71;560.28;33990
SPY;5;01.05.2025;12:05:00;560.29;560.8;559.98;560.38;29640
SPY;5;01.05.2025;12:10:00;560.34;561.25;560.34;561.25;24264
SPY;5;01.05.2025;12:15:00;561.19;561.19;560.415;560.69;12388
SPY;5;01.05.2025;12:20:00;560.29;560.29;559.07;559.82;33029
SPY;5;01.05.2025;12:25:00;559.83;560.05;559.42;559.42;16059
SPY;5;01.05.2025;12:30:00;559.46;560.62;559.4;560.28;14482
SPY;5;01.05.2025;12:35:00;560.235;560.69;560.13;560.53;9012
SPY;5;01.05.2025;12:40:00;560.55;560.95;560.45;560.7;23943
SPY;5;01.05.2025;12:45:00;560.69;560.69;559.77;560.38;20038
SPY;5;01.05.2025;12:50:00;560.19;560.28;559.38;559.57;23125
SPY;5;01.05.2025;12:55:00;559.5;560.06;559.21;559.87;16573
SPY;5;01.05.2025;13:00:00;559.58;560.16;559.505;559.69;13513
SPY;5;01.05.2025;13:05:00;559.64;560.975;559.64;560.975;16870
SPY;5;01.05.2025;13:10:00;561.065;561.485;560.68;561.44;11992
SPY;5;01.05.2025;13:15:00;561.41;561.485;561.18;561.41;20621
SPY;5;01.05.2025;13:20:00;561.42;561.93;561.41;561.715;48882
SPY;5;01.05.2025;13:25:00;561.74;561.94;561.56;561.61;12886
SPY;5;01.05.2025;13:30:00;561.61;561.76;560.97;561.33;11061
SPY;5;01.05.2025;13:35:00;561.36;561.62;561.13;561.62;8754
SPY;5;01.05.2025;13:40:00;561.67;561.7;561.13;561.21;6056
SPY;5;01.05.2025;13:45:00;561.115;561.115;560.04;560.32;14896
SPY;5;01.05.2025;13:50:00;560.24;560.7;559.91;560.68;7225
SPY;5;01.05.2025;13:55:00;560.67;560.96;560.19;560.67;7679
SPY;5;01.05.2025;14:00:00;560.71;560.86;560.3;560.58;7289
SPY;5;01.05.2025;14:05:00;560.59;561.09;560.52;561.06;18210
SPY;5;01.05.2025;14:10:00;561.11;561.97;560.93;561.81;13417
SPY;5;01.05.2025;14:15:00;561.8;562.01;561.71;561.91;20931
SPY;5;01.05.2025;14:20:00;561.9;562.34;561.89;562.18;35343
SPY;5;01.05.2025;14:25:00;562.15;562.16;561.46;561.56;22987
SPY;5;01.05.2025;14:30:00;561.53;561.89;561.06;561.89;25803
SPY;5;01.05.2025;14:35:00;561.92;562.2;561.84;562.08;23700
SPY;5;01.05.2025;14:40:00;562.07;562.08;561.79;562.04;21685
SPY;5;01.05.2025;14:45:00;562.06;562.28;561.83;562.18;14172
SPY;5;01.05.2025;14:50:00;562.2;562.68;561.97;562.25;34191
SPY;5;01.05.2025;14:55:00;562.26;562.35;561.69;561.81;21493
SPY;5;01.05.2025;15:00:00;561.78;562.11;561.63;561.63;23461
SPY;5;01.05.2025;15:05:00;561.77;562;561.34;561.9;30918
SPY;5;01.05.2025;15:10:00;561.99;561.99;561.34;561.36;42186
SPY;5;01.05.2025;15:15:00;561.36;561.66;560.87;561.66;40892
SPY;5;01.05.2025;15:20:00;561.62;561.77;561.36;561.68;26719
SPY;5;01.05.2025;15:25:00;561.69;561.95;561.54;561.615;21328
SPY;5;01.05.2025;15:30:00;561.58;562.13;561.57;562.03;22567
SPY;5;01.05.2025;15:35:00;562.05;562.15;561.81;561.86;42122
SPY;5;01.05.2025;15:40:00;561.85;561.94;561.36;561.37;29398
SPY;5;01.05.2025;15:45:00;561.38;561.51;561.11;561.42;47640
SPY;5;01.05.2025;15:50:00;561.39;562.29;561.35;562.18;115393
SPY;5;01.05.2025;15:55:00;562.3;562.49;560.16;560.36;113472
SPY;5;01.05.2025;16:00:00;560.34;560.47;557.88;558.48;304382
SPY;5;02.05.2025;9:35:00;564.74;565.46;564.29;564.86;119135
SPY;5;02.05.2025;9:40:00;564.85;565.06;563.9;564.96;53562
SPY;5;02.05.2025;9:45:00;564.96;565.12;564.34;564.71;39396
SPY;5;02.05.2025;9:50:00;564.75;564.94;563.44;563.6;48755
SPY;5;02.05.2025;9:55:00;563.58;563.92;562.38;563.46;65557
SPY;5;02.05.2025;10:00:00;563.58;563.94;563.04;563.7;33036
SPY;5;02.05.2025;10:05:00;563.65;564.8;563.31;564.04;56241
SPY;5;02.05.2025;10:10:00;564.14;564.93;564.14;564.83;40999
SPY;5;02.05.2025;10:15:00;564.82;565.22;564.48;565.13;30568
SPY;5;02.05.2025;10:20:00;565.2;565.81;565.18;565.28;26520
SPY;5;02.05.2025;10:25:00;565.11;565.42;564.73;565.42;15972
SPY;5;02.05.2025;10:30:00;565.37;566.3;565.36;566.3;27997
SPY;5;02.05.2025;10:35:00;566.3;566.3;565.26;565.81;28350
SPY;5;02.05.2025;10:40:00;565.84;565.88;565.17;565.83;15962
SPY;5;02.05.2025;10:45:00;565.91;565.91;564.94;565.02;13718
SPY;5;02.05.2025;10:50:00;564.97;565.7;564.88;565.35;28480
SPY;5;02.05.2025;10:55:00;565.27;565.59;564.75;565.32;19550
SPY;5;02.05.2025;11:00:00;565.32;565.81;565.17;565.785;13758
SPY;5;02.05.2025;11:05:00;565.76;566.13;565.34;565.515;17933
SPY;5;02.05.2025;11:10:00;565.6;565.85;565.4;565.4;17037
SPY;5;02.05.2025;11:15:00;565.39;565.66;565.27;565.66;14894
SPY;5;02.05.2025;11:20:00;565.63;566.08;565.53;565.64;27478
SPY;5;02.05.2025;11:25:00;565.63;565.72;565;565.18;22197
SPY;5;02.05.2025;11:30:00;565.12;565.14;564.51;564.66;23291
SPY;5;02.05.2025;11:35:00;564.68;565.44;564.48;565.4;12962
SPY;5;02.05.2025;11:40:00;565.31;565.78;565.26;565.78;12040
SPY;5;02.05.2025;11:45:00;565.79;565.87;565.64;565.8;9318
SPY;5;02.05.2025;11:50:00;565.84;566.17;565.78;566.17;8409
SPY;5;02.05.2025;11:55:00;566.07;566.22;565.61;565.81;17851
SPY;5;02.05.2025;12:00:00;565.88;566.38;565.88;566.23;24635
SPY;5;02.05.2025;12:05:00;566.27;567.82;566.27;567.59;106400
SPY;5;02.05.2025;12:10:00;567.65;567.9;566.99;567.19;42985
SPY;5;02.05.2025;12:15:00;567.19;567.92;566.96;567.83;25956
SPY;5;02.05.2025;12:20:00;567.89;567.89;567.43;567.82;16264
SPY;5;02.05.2025;12:25:00;567.81;567.87;567.33;567.33;29463
SPY;5;02.05.2025;12:30:00;567.375;567.68;567.16;567.16;14125
SPY;5;02.05.2025;12:35:00;567.25;567.64;567.21;567.45;14051
SPY;5;02.05.2025;12:40:00;567.44;568.07;567.23;567.93;23397
SPY;5;02.05.2025;12:45:00;567.82;567.995;567.49;567.89;14994
SPY;5;02.05.2025;12:50:00;567.87;567.87;567.65;567.67;9139
SPY;5;02.05.2025;12:55:00;567.69;567.77;567.27;567.69;22932
SPY;5;02.05.2025;13:00:00;567.73;567.74;567.44;567.44;12573
SPY;5;02.05.2025;13:05:00;567.51;567.77;567.25;567.48;21886
SPY;5;02.05.2025;13:10:00;567.42;567.55;566.89;566.98;15633
SPY;5;02.05.2025;13:15:00;566.9;567;566.6;566.89;18724
SPY;5;02.05.2025;13:20:00;566.91;566.91;566.42;566.68;7575
SPY;5;02.05.2025;13:25:00;566.71;567.28;566.53;566.56;21027
SPY;5;02.05.2025;13:30:00;566.65;566.95;566.44;566.79;5849
SPY;5;02.05.2025;13:35:00;566.87;566.87;566.58;566.66;6205
SPY;5;02.05.2025;13:40:00;566.59;567.06;566.5;567.02;12067
SPY;5;02.05.2025;13:45:00;567.01;567.24;566.7;567.2;14363
SPY;5;02.05.2025;13:50:00;567.22;567.58;567.13;567.13;13388
SPY;5;02.05.2025;13:55:00;567.1;567.4;566.84;567.36;8911
SPY;5;02.05.2025;14:00:00;567.34;567.36;567.13;567.24;4769
SPY;5;02.05.2025;14:05:00;567.24;567.65;567.21;567.65;19679
SPY;5;02.05.2025;14:10:00;567.625;567.81;567.61;567.74;17175
SPY;5;02.05.2025;14:15:00;567.64;567.95;567.61;567.85;22236
SPY;5;02.05.2025;14:20:00;567.82;567.92;567.68;567.79;12718
SPY;5;02.05.2025;14:25:00;567.79;567.81;567.5;567.76;14586
SPY;5;02.05.2025;14:30:00;567.72;567.83;567.7;567.72;13939
SPY;5;02.05.2025;14:35:00;567.7;567.97;567.7;567.96;16195
SPY;5;02.05.2025;14:40:00;567.86;568.37;567.86;568.25;31753
SPY;5;02.05.2025;14:45:00;568.06;568.22;567.89;568.06;29463
SPY;5;02.05.2025;14:50:00;568.03;568.06;566.81;566.81;21681
SPY;5;02.05.2025;14:55:00;566.77;567.4;566.49;567.32;28942
SPY;5;02.05.2025;15:00:00;567.3;567.48;566.98;567.08;30810
SPY;5;02.05.2025;15:05:00;567.09;567.09;566.46;566.46;16547
SPY;5;02.05.2025;15:10:00;566.52;566.99;566.17;566.99;24932
SPY;5;02.05.2025;15:15:00;566.95;566.99;566.38;566.72;23567
SPY;5;02.05.2025;15:20:00;566.66;567.49;566.66;567.43;44381
SPY;5;02.05.2025;15:25:00;567.39;567.91;567.35;567.68;79110
SPY;5;02.05.2025;15:30:00;567.66;567.92;567.62;567.65;46217
SPY;5;02.05.2025;15:35:00;567.64;567.75;567.15;567.47;54935
SPY;5;02.05.2025;15:40:00;567.45;567.76;567.09;567.68;51106
SPY;5;02.05.2025;15:45:00;567.66;567.82;567.36;567.41;28624
SPY;5;02.05.2025;15:50:00;567.39;567.39;566.02;566.19;48844
SPY;5;02.05.2025;15:55:00;566.22;567.59;566.22;567.17;131555
SPY;5;02.05.2025;16:00:00;567.09;567.32;566.44;566.62;487494
SPY;5;05.05.2025;9:35:00;562.57;563;562.14;562.93;74604
SPY;5;05.05.2025;9:40:00;562.87;563.17;562.48;562.54;32831
SPY;5;05.05.2025;9:45:00;562.5;562.87;561.82;562.595;48836
SPY;5;05.05.2025;9:50:00;562.56;562.89;562.205;562.65;38240
SPY;5;05.05.2025;9:55:00;562.66;562.71;561.72;562.34;27766
SPY;5;05.05.2025;10:00:00;562.48;563.28;562.33;563;16244
SPY;5;05.05.2025;10:05:00;563.08;564.25;563.08;563.1;47976
SPY;5;05.05.2025;10:10:00;563.11;563.73;562.46;563.37;40556
SPY;5;05.05.2025;10:15:00;563.44;563.89;563.12;563.18;20190
SPY;5;05.05.2025;10:20:00;563.26;564.13;563.1;563.98;16292
SPY;5;05.05.2025;10:25:00;564.01;564.05;563.21;563.33;19137
SPY;5;05.05.2025;10:30:00;563.35;563.87;563.28;563.69;18008
SPY;5;05.05.2025;10:35:00;563.73;563.73;563;563;38233
SPY;5;05.05.2025;10:40:00;563.09;564.47;562.96;564.24;32870
SPY;5;05.05.2025;10:45:00;564.175;564.7;564.06;564.52;27648
SPY;5;05.05.2025;10:50:00;564.52;564.76;564.35;564.58;14641
SPY;5;05.05.2025;10:55:00;564.56;564.81;564.32;564.81;12615
SPY;5;05.05.2025;11:00:00;564.93;565.18;564.82;564.96;21201
SPY;5;05.05.2025;11:05:00;565;565.25;564.9;565.1;18988
SPY;5;05.05.2025;11:10:00;565.12;565.12;564.54;564.69;39679
SPY;5;05.05.2025;11:15:00;564.68;564.92;564.5;564.78;12600
SPY;5;05.05.2025;11:20:00;564.67;564.92;564.46;564.91;13090
SPY;5;05.05.2025;11:25:00;564.875;565.3;564.81;565.1;25595
SPY;5;05.05.2025;11:30:00;565.03;565.03;564.53;564.8;11395
SPY;5;05.05.2025;11:35:00;564.86;565.01;564.31;564.32;15630
SPY;5;05.05.2025;11:40:00;564.3;564.46;563.92;563.97;10839
SPY;5;05.05.2025;11:45:00;563.95;564.59;563.94;564.31;19284
SPY;5;05.05.2025;11:50:00;564.51;564.85;564.35;564.39;15673
SPY;5;05.05.2025;11:55:00;564.41;565.12;564.41;565.05;15864
SPY;5;05.05.2025;12:00:00;565.04;565.05;564.77;565;7100
SPY;5;05.05.2025;12:05:00;565.01;565.48;564.83;565.43;19103
SPY;5;05.05.2025;12:10:00;565.39;565.77;565.28;565.3;12250
SPY;5;05.05.2025;12:15:00;565.37;565.59;565.24;565.32;3140
SPY;5;05.05.2025;12:20:00;565.31;565.65;565.29;565.57;4978
SPY;5;05.05.2025;12:25:00;565.61;565.77;565.44;565.56;14771
SPY;5;05.05.2025;12:30:00;565.535;565.88;565.38;565.61;9078
SPY;5;05.05.2025;12:35:00;565.64;565.64;565.19;565.4;18199
SPY;5;05.05.2025;12:40:00;565.37;565.62;565.35;565.62;7304
SPY;5;05.05.2025;12:45:00;565.62;565.885;565.62;565.72;10397
SPY;5;05.05.2025;12:50:00;565.71;565.83;565.61;565.83;22639
SPY;5;05.05.2025;12:55:00;565.82;565.91;565.57;565.8;10188
SPY;5;05.05.2025;13:00:00;565.82;565.82;565.54;565.61;5379
SPY;5;05.05.2025;13:05:00;565.56;565.56;565.21;565.42;8435
SPY;5;05.05.2025;13:10:00;565.44;565.51;565.31;565.35;6505
SPY;5;05.05.2025;13:15:00;565.49;565.66;565.29;565.29;7688
SPY;5;05.05.2025;13:20:00;565.17;565.33;564.86;565.16;14836
SPY;5;05.05.2025;13:25:00;565.13;565.19;564.9;565.04;6720
SPY;5;05.05.2025;13:30:00;565;565.31;564.94;565.12;11479
SPY;5;05.05.2025;13:35:00;565.09;565.78;565.09;565.48;9147
SPY;5;05.05.2025;13:40:00;565.62;565.79;565.52;565.67;4539
SPY;5;05.05.2025;13:45:00;565.65;565.67;565.43;565.5;5285
SPY;5;05.05.2025;13:50:00;565.49;565.92;565.49;565.88;8816
SPY;5;05.05.2025;13:55:00;565.83;566.07;565.76;565.87;10271
SPY;5;05.05.2025;14:00:00;565.87;565.89;565.67;565.68;5154
SPY;5;05.05.2025;14:05:00;565.66;565.92;565.58;565.89;8442
SPY;5;05.05.2025;14:10:00;565.89;566.23;565.89;566.09;17809
SPY;5;05.05.2025;14:15:00;566.07;566.33;566.01;566.31;21158
SPY;5;05.05.2025;14:20:00;566.28;566.34;566.05;566.08;15174
SPY;5;05.05.2025;14:25:00;566.08;566.28;566.08;566.25;12373
SPY;5;05.05.2025;14:30:00;566.23;566.36;566.11;566.14;12915
SPY;5;05.05.2025;14:35:00;566.12;566.47;566.1;566.46;12424
SPY;5;05.05.2025;14:40:00;566.38;566.55;566.35;566.49;19158
SPY;5;05.05.2025;14:45:00;566.45;566.65;566.41;566.59;25927
SPY;5;05.05.2025;14:50:00;566.57;566.58;566.29;566.45;28935
SPY;5;05.05.2025;14:55:00;566.43;566.48;566.11;566.13;19434
SPY;5;05.05.2025;15:00:00;566.13;566.14;565.75;565.8;15039
SPY;5;05.05.2025;15:05:00;565.73;565.76;565.11;565.57;33019
SPY;5;05.05.2025;15:10:00;565.73;565.87;565.34;565.37;14673
SPY;5;05.05.2025;15:15:00;565.35;565.47;565.12;565.24;12771
SPY;5;05.05.2025;15:20:00;565.25;565.595;565.23;565.25;16543
SPY;5;05.05.2025;15:25:00;565.15;565.25;564.63;564.69;36640
SPY;5;05.05.2025;15:30:00;564.68;565;564.58;564.78;28477
SPY;5;05.05.2025;15:35:00;564.68;564.905;564.635;564.85;21335
SPY;5;05.05.2025;15:40:00;564.78;565.35;564.78;564.97;30003
SPY;5;05.05.2025;15:45:00;564.92;565.18;564.34;564.61;28643
SPY;5;05.05.2025;15:50:00;564.6;564.6;563.83;564.15;40530
SPY;5;05.05.2025;15:55:00;564.17;564.5;563.16;563.42;99874
SPY;5;05.05.2025;16:00:00;563.4;563.59;563.1;563.54;212794
SPY;5;06.05.2025;9:35:00;557.95;559.21;557.58;559.21;61987
SPY;5;06.05.2025;9:40:00;559.1;559.64;558.76;559.58;39359
SPY;5;06.05.2025;9:45:00;559.57;559.57;559.15;559.2;23582
SPY;5;06.05.2025;9:50:00;559.18;559.44;557.92;557.95;69744
SPY;5;06.05.2025;9:55:00;557.93;557.94;556.96;557.01;36317
SPY;5;06.05.2025;10:00:00;557.13;557.86;557;557.39;41375
SPY;5;06.05.2025;10:05:00;557.48;558.23;557.15;558.05;36335
SPY;5;06.05.2025;10:10:00;558.08;558.67;557.94;558.6;25060
SPY;5;06.05.2025;10:15:00;558.66;559.27;558.55;558.78;35359
SPY;5;06.05.2025;10:20:00;558.97;559.92;558.87;559.91;32428
SPY;5;06.05.2025;10:25:00;559.99;560.89;559.99;560.39;40952
SPY;5;06.05.2025;10:30:00;560.49;560.7;560.24;560.6;21296
SPY;5;06.05.2025;10:35:00;560.6;561.28;560.4;560.99;20847
SPY;5;06.05.2025;10:40:00;560.96;560.97;560.41;560.68;17052
SPY;5;06.05.2025;10:45:00;560.68;560.69;560.42;560.675;21876
SPY;5;06.05.2025;10:50:00;560.74;561.39;560.74;561.02;7178
SPY;5;06.05.2025;10:55:00;560.89;560.89;560.36;560.56;17958
SPY;5;06.05.2025;11:00:00;560.55;561.04;560.41;560.85;15207
SPY;5;06.05.2025;11:05:00;560.81;561.33;560.81;561.15;11355
SPY;5;06.05.2025;11:10:00;561.11;561.31;560.49;560.49;8299
SPY;5;06.05.2025;11:15:00;560.64;561.07;560.5;560.87;8741
SPY;5;06.05.2025;11:20:00;560.99;561.2;560.69;561.18;10359
SPY;5;06.05.2025;11:25:00;561.16;561.78;561.12;561.64;13083
SPY;5;06.05.2025;11:30:00;561.69;561.69;561.33;561.64;12557
SPY;5;06.05.2025;11:35:00;561.6;561.905;561.16;561.89;13208
SPY;5;06.05.2025;11:40:00;561.87;561.89;561.59;561.68;8338
SPY;5;06.05.2025;11:45:00;561.76;561.76;560.63;560.72;20964
SPY;5;06.05.2025;11:50:00;560.87;561.04;560.64;560.98;8201
SPY;5;06.05.2025;11:55:00;560.98;560.98;560.22;560.35;13692
SPY;5;06.05.2025;12:00:00;560.34;560.68;560.32;560.37;8709
SPY;5;06.05.2025;12:05:00;560.35;560.82;560.35;560.77;14082
SPY;5;06.05.2025;12:10:00;560.72;560.74;560.24;560.24;9075
SPY;5;06.05.2025;12:15:00;560.27;563.32;560.21;562.935;98570
SPY;5;06.05.2025;12:20:00;562.91;562.99;561.93;562.18;32202
SPY;5;06.05.2025;12:25:00;562.12;562.37;560.25;560.47;93465
